Source Organization,Destination Customer,State,City,Zip Code,Sku,YEAR,MONTH,LOADTYPE,Shipment 24 Pk Eq,Total Spend
Niagara Mexico - Monterrey,CUSTOMER 1,JA,TLAJOMULCO DE ZUNIGA SAMS-6238,45679,FNG00043,2017,1,Delivery,36480,129500
Niagara Mexico - Monterrey,CUSTOMER 1,JA,TLAJOMULCO DE ZUNIGA SAMS-6238,45679,FNG00043,2017,2,Delivery,41280.00001,153843.5
Niagara Mexico - Monterrey,CUSTOMER 1,MX,CHALCO SAMS-7505,56640,FNG00043,2017,1,Delivery,39360,145414.5
Niagara Mexico - Monterrey,CUSTOMER 1,MX,CHALCO SAMS-7505,56640,FNG00043,2017,2,Delivery,23040,86602.5
Niagara Mexico - Monterrey,CUSTOMER 1,MX,CUAUTITLAN IZCALLI SAMS-6388,54769,FNG00043,2017,1,Delivery,80640.00001,289480
Niagara Mexico - Monterrey,CUSTOMER 1,MX,CUAUTITLAN IZCALLI SAMS-6388,54769,FNG00043,2017,2,Delivery,61440.00001,233005.5
Niagara Mexico - Monterrey,CUSTOMER 1,NL,MONTERREY SAMS-4995,66550,FNG00043,2017,1,Delivery,34560,23400
Niagara Mexico - Monterrey,CUSTOMER 1,NL,MONTERREY SAMS-4995,66550,FNG00043,2017,2,Delivery,30720,20800
Niagara Mexico - Monterrey,CUSTOMER 1,SI,CULIACAN SAMS-4971,80130,FNG00043,2017,1,Delivery,24160,291442
Niagara Mexico - Monterrey,CUSTOMER 1,SI,CULIACAN SAMS-4971,80130,FNG00043,2017,2,Delivery,28800,285498
Niagara Mexico - Monterrey,CUSTOMER 1,TB,VILLAHERMOSA TAB. SAMS 6550,86280,FNG00043,2017,1,Delivery,44160.00001,451710
Niagara Mexico - Monterrey,CUSTOMER 1,TB,VILLAHERMOSA TAB. SAMS 6550,86280,FNG00043,2017,2,Delivery,21120,226280
